Date,Close
2000-01-01,48.9375
2000-02-01,49.6250
2000-03-01,52.5625
2000-04-01,54.0625
2000-05-01,31.9375
2000-06-01,33.0000
2000-07-01,32.5625
2000-08-01,34.4375
2000-09-01,34.9375
2000-10-01,36.6250
2000-11-01,32.6250
2000-12-01,39.9375
2001-01-01,46.2500
2001-02-01,41.7500
2001-03-01,39.2500
2001-04-01,34.9300
2001-05-01,38.9100
2001-06-01,41.0800
2001-07-01,43.0500
2001-08-01,37.4100
2001-09-01,35.5600
2001-10-01,37.8300
2001-11-01,40.8800
2001-12-01,44.3800
2002-01-01,46.0000
2002-02-01,41.2600
2002-03-01,39.8200
2002-04-01,40.2000
2002-05-01,39.2700
2002-06-01,38.6200
2002-07-01,34.8700
2002-08-01,33.4100
2002-09-01,32.3700
2002-10-01,33.9300
2002-11-01,32.3000
2002-12-01,28.0600
2003-01-01,28.8700
2003-02-01,30.5200
2003-03-01,30.0300
2003-04-01,34.6100
2003-05-01,37.2500
2003-06-01,36.6000
2003-07-01,36.9900
2003-08-01,32.2500
2003-09-01,31.1500
2003-10-01,35.4500
2003-11-01,35.8200
2003-12-01,37.1800
2004-01-01,36.9400
2004-02-01,38.8600
2004-03-01,37.6100
2004-04-01,37.5000
2004-05-01,37.9000
2004-06-01,41.1800
2004-07-01,40.7100
2004-08-01,41.1700
2004-09-01,41.5100
2004-10-01,47.9400
2004-11-01,48.6000
2004-12-01,48.4100
2005-01-01,47.2700
2005-02-01,46.5900
2005-03-01,44.1800
2005-04-01,40.6300
2005-05-01,45.3800
2005-06-01,44.7300
2005-07-01,45.9700
2005-08-01,43.4000
2005-09-01,43.0900
2005-10-01,48.3700
2005-11-01,49.9500
2005-12-01,49.4700
2006-01-01,49.8900
2006-02-01,51.1900
2006-03-01,54.1600
2006-04-01,54.4300
2006-05-01,52.9300
2006-06-01,57.1300
2006-07-01,52.7600
2006-08-01,46.7900
2006-09-01,49.6800
2006-10-01,53.3800
2006-11-01,52.3000
2006-12-01,52.8700
2007-01-01,56.1600
2007-02-01,55.8900
2007-03-01,53.8400
2007-04-01,53.5700
2007-05-01,56.4700
2007-06-01,58.5200
2007-07-01,59.8000
2007-08-01,61.7500
2007-09-01,61.3700
