Date,Close
2010-01-01,7.814
2010-02-01,9.0684
2010-03-01,10.2
2010-04-01,10.482
2010-05-01,7.6464
2010-06-01,7.0616
2010-07-01,8.976
2010-08-01,11.6592
2010-09-01,13.9336
2010-10-01,15.0724
2010-11-01,15.762
2010-12-01,15.982
2011-01-01,17.1408
2011-02-01,18.1552
2011-03-01,20.2576
2011-04-01,21.8804
2011-05-01,20.6076
2011-06-01,20.4772
2011-07-01,21.506
2011-08-01,21.4904
2011-09-01,17.9784
2011-10-01,20.3088
2011-11-01,19.4356
2011-12-01,18.7084
2012-01-01,21.1796
2012-02-01,25.0808
2012-03-01,28.7
2012-04-01,30.4328
2012-05-01,25.0196
2012-06-01,26.5808
2012-07-01,26.4696
2012-08-01,24.1828
2012-09-01,24.7628
2012-10-01,22.9508
2012-11-01,26.5276
2012-12-01,24.8156
2013-01-01,27.4188
2013-02-01,27.5646
2013-03-01,27.5265
2013-04-01,27.8396
2013-05-01,32.1572
2013-06-01,33.0668
2013-07-01,35.0268
2013-08-01,37.5412
2013-09-01,40.438
2013-10-01,42.1532
2013-11-01,47.6932
2013-12-01,46.496
2014-01-01,45.7956
2014-02-01,53.9536
2014-03-01,47.6756
2014-04-01,46.31
2014-05-01,51.1452
2014-06-01,48.12
2014-07-01,49.698
2014-08-01,49.7724
2014-09-01,46.3432
2014-10-01,48.2484
2014-11-01,46.4076
2014-12-01,45.6084
2015-01-01,40.3792
2015-02-01,49.4992
2015-03-01,46.566
2015-04-01,49.5124
2015-05-01,46.8816
2015-06-01,46.0548
2015-07-01,49.7428
2015-08-01,49.9456
2015-09-01,49.4744
2015-10-01,58.1696
2015-11-01,49.954
2015-12-01,50.998
2016-01-01,42.5988
2016-02-01,50.6084
2016-03-01,51.5584
2016-04-01,53.7464
2016-05-01,50.5732
2016-06-01,49.9364
2016-07-01,54.0324
2016-08-01,56.6692
2016-09-01,58.8596
2016-10-01,58.9692
2016-11-01,60.1472
2016-12-01,58.6424
2017-01-01,63.0052
2017-02-01,68.9652
2017-03-01,71.1988
2017-04-01,73.8728
2017-05-01,75.0836
2017-06-01,74.8208
2017-07-01,81.14
2017-08-01,74.0832
2017-09-01,73.2328
2017-10-01,76.4784
2017-11-01,69.5884
2017-12-01,69.5096
2018-01-01,76.482
2018-02-01,81.3616
2018-03-01,83.2156
2018-04-01,87.12
2018-05-01,84.3568
2018-06-01,81.0836
2018-07-01,81.1488
2018-08-01,78.062
2018-09-01,79.36
2018-10-01,74.9832
2018-11-01,75.6752
2018-12-01,68.8968
2019-01-01,73.3124
2019-02-01,67.8816
2019-03-01,69.7964
2019-04-01,74.1996
2019-05-01,66.2488
2019-06-01,74.9884
2019-07-01,75.4644
2019-08-01,78.6564
2019-09-01,78.5044
2019-10-01,81.9508
2019-11-01,76.1612
2019-12-01,82.1492
2020-01-01,73.222
2020-02-01,67.8264
2020-03-01,53.8128
2020-04-01,59.2228
2020-05-01,65.5768
2020-06-01,63.6936
2020-07-01,66.4852
2020-08-01,76.418
2020-09-01,68.4272
2020-10-01,64.9
2020-11-01,81.138
2020-12-01,89.0908
2021-01-01,77.7732
2021-02-01,93.1404
2021-03-01,93.1936
2021-04-01,98.6432
2021-05-01,94.462
2021-06-01,87.5236
2021-07-01,87.1304
2021-08-01,91.9868
2021-09-01,94.9548
2021-10-01,96.8312
2021-11-01,84.074
2021-12-01,95.9692
2022-01-01,98.2452
2022-02-01,86.89
2022-03-01,93.938
2022-04-01,88.4124
2022-05-01,89.7424
2022-06-01,69.9596
2022-07-01,77.4276
2022-08-01,75.0324
2022-09-01,65.7284
2022-10-01,74.7792
2022-11-01,83.178
2022-12-01,80.6112
2023-01-01,97.364
2023-02-01,100.96
2023-03-01,106.0964
2023-04-01,107.4524
2023-05-01,100.3508
2023-06-01,108.0132
2023-07-01,118.832
2023-08-01,124.2012
2023-09-01,123.358
2023-10-01,111.5824
2023-11-01,125.028
2023-12-01,141.8888
2024-01-01,140.2988
2024-02-01,138.7532
2024-03-01,145.1152
2024-04-01,138.0812
2024-05-01,151.054
2024-06-01,158.46
2024-07-01,148.6004
2024-08-01,156.3692
2024-09-01,168.4848
2024-10-01,187.05
2024-11-01,208.0792
2024-12-01,198.7368
2025-01-01,189.5024
2025-02-01,200.6404
2025-03-01,184.2764
2025-04-01,203.9712
2025-05-01,220.7572
2025-06-01,231.5696
2025-07-01,220.1624
2025-08-01,223.962
2025-09-01,215.9708
2025-10-01,203.1096
2025-11-01,196.5876
2025-12-01,214.2132
2026-01-01,200.0736
2026-02-01,169.574
2026-03-01,168.4128
2026-04-01,6.7344
2026-05-01,167.43
2026-06-01,178.24
2026-07-01,192.9
2026-08-01,213.34
