Date,Close
2000-01-01,56.6250
2000-02-01,57.5000
2000-03-01,64.5000
2000-04-01,56.5000
2000-05-01,49.0000
2000-06-01,49.9375
2000-07-01,51.7500
2000-08-01,48.0625
2000-09-01,52.9375
2000-10-01,43.0000
2000-11-01,39.1875
2000-12-01,45.6875
2001-01-01,48.2000
2001-02-01,42.5000
2001-03-01,43.1000
2001-04-01,47.1000
2001-05-01,49.2900
2001-06-01,47.2400
2001-07-01,50.3700
2001-08-01,45.9500
2001-09-01,38.3700
2001-10-01,38.2300
2001-11-01,46.6500
2001-12-01,51.0100
2002-01-01,50.0900
2002-02-01,50.0000
2002-03-01,48.6100
2002-04-01,46.3700
2002-05-01,41.6900
2002-06-01,36.7300
2002-07-01,30.8800
2002-08-01,32.9300
2002-09-01,26.1000
2002-10-01,28.8800
2002-11-01,26.4000
2002-12-01,24.0200
2003-01-01,20.9000
2003-02-01,23.4500
2003-03-01,24.3600
2003-04-01,28.1300
2003-05-01,32.4900
2003-06-01,33.1200
2003-07-01,31.2000
2003-08-01,32.1600
2003-09-01,31.8500
2003-10-01,37.0700
2003-11-01,36.7600
2003-12-01,35.4900
2004-01-01,35.4700
2004-02-01,36.3100
2004-03-01,37.3600
2004-04-01,35.1900
2004-05-01,35.9200
2004-06-01,35.2000
2004-07-01,33.7200
2004-08-01,36.5600
2004-09-01,39.2000
2004-10-01,41.0800
2004-11-01,41.7500
2004-12-01,42.7400
2005-01-01,41.2600
2005-02-01,40.0200
2005-03-01,38.2400
2005-04-01,35.3700
2005-05-01,39.3500
2005-06-01,38.9000
2005-07-01,43.5100
2005-08-01,40.3200
2005-09-01,38.1400
2005-10-01,41.0400
2005-11-01,41.7800
2005-12-01,40.4800
2006-01-01,40.5500
2006-02-01,42.1500
2006-03-01,42.3000
2006-04-01,39.9300
2006-05-01,38.1200
2006-06-01,35.7900
2006-07-01,34.7100
2006-08-01,34.2900
2006-09-01,36.2700
2006-10-01,37.3300
2006-11-01,37.9700
2006-12-01,40.1600
2007-01-01,40.7400
2007-02-01,39.5900
2007-03-01,36.7400
2007-04-01,37.8700
2007-05-01,38.8700
2007-06-01,39.3500
2007-07-01,37.1700
2007-08-01,38.3100
2007-09-01,32.4400
2007-10-01,31.5100
2007-11-01,28.5600
2007-12-01,26.9400
2008-01-01,30.6400
2008-02-01,26.5500
2008-03-01,27.9700
2008-04-01,28.8000
2008-05-01,27.3600
2008-06-01,23.4200
2008-07-01,23.8300
2008-08-01,27.1200
2008-09-01,25.8900
2008-10-01,23.5900
2008-11-01,23.1100
2008-12-01,23.0200
2009-01-01,21.5300
2009-02-01,20.8900
2009-03-01,23.5600
2009-04-01,26.3200
2009-05-01,23.1600
2009-06-01,23.6300
2009-07-01,25.9400
2009-08-01,27.2900
2009-09-01,26.6400
2009-10-01,25.0900
2009-11-01,27.3600
2009-12-01,28.9300
2010-01-01,28.0100
2010-02-01,31.2000
2010-03-01,32.3500
2010-04-01,35.2300
2010-05-01,33.8600
2010-06-01,28.0700
2010-07-01,28.5100
2010-08-01,27.8200
2010-09-01,31.6800
2010-10-01,30.9000
2010-11-01,30.2100
2010-12-01,35.0600
2011-01-01,36.7700
2011-02-01,37.4700
2011-03-01,37.0600
2011-04-01,37.1500
2011-05-01,36.2800
2011-06-01,36.2200
2011-07-01,34.9300
