Date,Close
2021-01-31,28.3648
2021-02-28,29.8221
2021-03-31,33.8168
2021-04-30,36.8588
2021-05-31,35.6748
2021-06-30,37.7475
2021-07-31,40.2562
2021-08-31,39.6055
2021-09-30,40.7375
2021-10-31,41.4882
2021-11-30,42.5442
2021-12-31,47.0822
2022-01-31,43.4502
2022-02-28,43.2829
2022-03-31,45.6642
2022-04-30,40.4369
2022-05-31,42.4782
2022-06-30,42.1175
2022-07-31,46.9062
2022-08-31,46.4749
2022-09-30,46.8902
2022-10-31,55.8116
2022-11-30,57.6363
2022-12-31,56.2689
2023-01-31,52.8236
2023-02-28,55.3403
2023-03-31,56.5989
2023-04-30,61.1543
2023-05-31,60.2210
2023-06-30,63.6870
2023-07-31,61.7196
2023-08-31,62.6470
2023-09-30,60.5910
2023-10-31,62.0296
2023-11-30,65.4923
2023-12-31,63.3390
2024-01-31,68.2037
2024-02-29,72.4950
2024-03-31,75.2590
2024-04-30,67.5510
2024-05-31,64.2177
2024-06-30,70.4043
2024-07-31,75.0897
2024-08-31,75.3317
2024-09-30,76.7737
2024-10-31,76.8764
2024-11-30,82.8817
2024-12-31,79.0537
2025-01-31,86.2951
2025-02-28,91.5765
2025-03-31,95.5058
2025-04-30,94.3471
2025-05-31,91.1671
2025-06-30,90.1300
2025-07-31,98.3200
2025-08-31,103.6800
2025-09-30,107.8100
2025-10-31,94.4400
2025-11-30,101.7000
2025-12-31,91.2100
2026-01-31,98.4100
